Global_ID,S.No,Report Year,Incident Number,Grade Crossing ID,Date,AM/PM,Time,County Code,County Name,State Code,State Name,Highway User,Vehicle Direction Code,Vehicle Direction,Highway User Position Code,Highway User Position,Second Highway User,Second Vehicle Direction Code,Second Vehicle Direction,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Track Type Code,Track Type,Crossing Warning Expanded 1,Crossing Warning Expanded 2,Crossing Warning Expanded 3,Crossing Warning Expanded 4,Crossing Warning Expanded 5,Crossing Warning Expanded 6,Crossing Warning Expanded 7,Roadway Condition,Crossing Warning Location Code,Crossing Warning Location,User Age,User Sex,Highway User Action Code,Highway User Action,Estimated Vehicle Speed,Train Speed,Estimated/Recorded Speed,Vehicle Damage Cost,Narrative,Total Killed Form 57,Total Injured Form 57
8313,8313,2018,982391,281378G,2018-12-21,PM,10:00 PM,9.0,BROWN,55.0,WISCONSIN,Truck-trailer,4,West,3.0,Moving over crossing,,,,26.0,4.0,Dark,1.0,Clear,3.0,Siding,,,,,,,,Dry,,,47.0,Male,3.0,Did not stop,3.0,9.0,,100000.0,SEMI-DRIVER FAILED TO YIELD TO THE TRAIN THAT WAS SHOVING CARS TO SPOT IN THE INDUSTRY AND WAS HIT BY THE LEAD CAR OF THE SHOVE.  CONDUCTOR WAS RIDING THE SHOVE MOVE.  SEMI-TRACTOR RAN ON COMPRESSED NATURAL GAS AND WAS PULLING A RESIDUE TANK TRAILER.  THERE WAS A RELEASED OF APPROXIMATELY 40 GALLONSOF FUEL FROM  THE  TRACTOR CAB BUT NO RELEASE FROM THE TRAILER.  NO INJURIES WERE REPORTED.  POLICEREPORT ADVISED INDUSTRY STORAGE TANKS OBSTRUCTED VIEW.,0,0
8314,8314,2019,0119GL004,179127L,2019-01-04,AM,09:59 AM,27.0,DODGE,55.0,WISCONSIN,Other motor vehicle,2,South,2.0,Stopped on crossing,,,,29.0,2.0,Day,1.0,Clear,1.0,Main,Stop signs,,,,,,,Snow/slush,1,Both sides,31.0,Male,4.0,Stopped on crossing,0.0,46.0,,5000.0,HIGHWAY USER'S ACTIONS: STOPPED ON CROSSING (NO GATES),0,0
8315,8315,2019,02152019,186023W,2019-02-15,PM,03:00 PM,17.0,CHIPPEWA,55.0,WISCONSIN,Truck,1,North,3.0,Moving over crossing,,,,10.0,2.0,Day,1.0,Clear,1.0,Main,Gates,,,,,,,Snow/slush,1,Both sides,60.0,Male,7.0,Went thru the gate,6.0,10.0,,0.0,"SWITCHING CARS IN BLOOMER, SHOVED NORTH TO CHARTER INDUSTRY. AT CROSSING ENSURING LIGHTS, GATES WEREACTIVATEDAND CROSSING PROTECTED AND GATES  WERE DOWN AND THE VEHICLE DRIVER PULLED OUT IN FRONT OFTRAIN, VEHICLE DRIVER THEN HIT THE CROSSING GATE.  VEHICLE DRIVER CONTINUED TO DRIVE THROUGH THE CROSSING UNTIL HE WAS STRUCK BY TRAIN CPCX 815466 B END.  ORIGINAL REPORT WAS MARKED REPORTABLE, CORRECTION MADE",0,0
8316,8316,2019,983438,697248M,2019-01-05,AM,09:05 AM,19.0,CLARK,55.0,WISCONSIN,Auto,4,West,3.0,Moving over crossing,,,,26.0,2.0,Day,1.0,Clear,1.0,Main,Crossbucks,Other,,,,,,Dry,1,Both sides,87.0,Male,2.0,Stopped and then proceeded,1.0,58.0,,5000.0,ELDERLY DRIVER OF VEHICLE STOPPED AT THE BORGLIN ROAD CROSSING AND THEN PROCEEDED IN FRONT OF THE ONCOMING TRAIN WHEN HE WAS HIT.  DRIVER SUSTAINED FATAL INJURIES.  CROSSING MARKED WITH CROSSBUCKS ANDYIELD SIGNS.  NRC #1234639,1,0
8317,8317,2019,985301,386670J,2019-01-23,AM,11:10 AM,15.0,CALUMET,55.0,WISCONSIN,Truck,2,South,3.0,Moving over crossing,,,,19.0,2.0,Day,6.0,Snow,1.0,Main,Crossbucks,,,,,,,Snow/slush,1,Both sides,67.0,Male,3.0,Did not stop,2.0,25.0,,5000.0,DRIVER OF VEHICLE SLID ON THE SNOW COVERED ROADWAY AND HIT THE SIDE OF THE TRAIN THAT HAD ALREADY OCCUPIED THE FIRELANE 1 CROSSING.  NO INJURIES WERE REPORTED.  CREW WAS UNAWARE OF IMPACT UNTIL BEINGNOTIFIED TO INSPECT TRAIN FOR DAMAGE.,0,0
8318,8318,2019,986255,281556R,2019-01-31,PM,01:45 PM,135.0,WAUPACA,55.0,WISCONSIN,Van,2,South,3.0,Moving over crossing,,,,-4.0,2.0,Day,1.0,Clear,1.0,Main,Standard FLS,Audible,Crossbucks,,,,,Snow/slush,1,Both sides,44.0,Female,3.0,Did not stop,25.0,,,8000.0,HYRAIL TRUCK WAS STOPPED AND OCCUPYING THE SHAWANO STREET CROSSING AS THEY WERE IN THE PROCESS OF SETTING OFF WHEN A MOTORIST FAILED TO YIELD THE RIGHT OF WAY AND STRUCK THE HYRAIL.  NO INJURIES WEREREPORTED.  FLASHERS WERE NOT ACTIVATED BY  THE HYRAIL VEHICLE.,0,0
8319,8319,2018,948057,697291T,2018-01-25,PM,12:20 PM,107.0,RUSK,55.0,WISCONSIN,Truck,1,North,3.0,Moving over crossing,,,,22.0,2.0,Day,2.0,Cloudy,1.0,Main,Stop signs,Crossbucks,,,,,,Snow/slush,1,Both sides,59.0,Male,3.0,Did not stop,20.0,50.0,,20000.0,DRIVER OF A LOADED MILK TRUCK FAILED TO STOP AT THE STOP SIGN AT THE MARSHALL ROAD CROSSING AND WASHIT BY THE ONCOMING TRAIN.  DRIVER WAS TRANSPORTED TO THE HOSPITAL.,0,1
8320,8320,2018,1000873285,390502K,2018-11-09,PM,06:15 PM,79.0,MILWAUKEE,55.0,WISCONSIN,Other motor vehicle,1,North,5.0,Blocked on crossing by gates,,,,23.0,3.0,Dusk,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Stop signs,Crossbucks,,,Dry,1,Both sides,35.0,Male,4.0,Stopped on crossing,,27.0,,16000.0,"288-08 MADE CONTACT WITH A HONDA CRV ON THE WATERTOWN SUBDIVISION AT MP 90.18, 70TH STREET ON 2 MT -DOT CROSSING 390502K.  NO INJURIES TO CREW OR VEHICLE DRIVER WHO HAD EXITED VEHICLE PRIOR TO IMPACT.  VEHICLE DRIVER HAD STOPPED FOR RED TRAFFIC SIGNAL, WAS FOUL OF THE TRACK WHEN THE CROSSING GATESLOWERED.  DRIVER WAS CITED BY POLICE.",0,0
8321,8321,2018,TC0918205,061454R,2018-09-29,AM,10:55 AM,31.0,DOUGLAS,55.0,WISCONSIN,Truck,4,West,3.0,Moving over crossing,,,,43.0,2.0,Day,2.0,Cloudy,1.0,Main,Crossbucks,,,,,,,Dry,1,Both sides,54.0,Male,2.0,Stopped and then proceeded,6.0,20.0,,5000.0,U ALLBRM3 08 STRUCK A DUMP THAT STOPPED AND THEN PROCEEDED ACROSS THE XING IN FRONT OF TRAIN. CREW WAS NOT DRUG/ALCOHOL TESTED.,0,0
8322,8322,2018,0918TC005,187187R,2018-09-05,AM,05:51 AM,17.0,CHIPPEWA,55.0,WISCONSIN,Truck,3,East,3.0,Moving over crossing,,,,71.0,1.0,Dawn,3.0,Rain,1.0,Main,Crossbucks,Other,,,,,,Wet,1,Both sides,35.0,Male,3.0,Did not stop,5.0,23.0,,40000.0,HIGHWAY USER'S ACTIONS: DID NOT STOP.  #32 WARNING DEVICES: YIELD SIGN,1,0
8323,8323,2018,974110,386632A,2018-09-26,PM,05:07 PM,139.0,WINNEBAGO,55.0,WISCONSIN,Pick-up truck,3,East,3.0,Moving over crossing,,,,55.0,2.0,Day,1.0,Clear,4.0,Industry,Crossbucks,Other,,,,,,Dry,1,Both sides,47.0,Female,3.0,Did not stop,10.0,10.0,,8000.0,DRIVER FAILED TO YIELD TO THE TRAIN THAT HAD ALREADY OCCUPIED THE SEVENTH STREET CROSSING AND STRUCK THE LEAD LOCOMOTIVE. NO INJURIES WERE REPORTED BY THE DRIVER OR PASSENGER. CROSSING IS MARKED WITHCROSSBUCKS AND YIELD SIGNS.,0,0
8324,8324,2018,977524,931788C,2018-10-31,PM,12:41 PM,73.0,MARATHON,55.0,WISCONSIN,Truck-trailer,4,West,2.0,Stopped on crossing,,,,50.0,2.0,Day,1.0,Clear,1.0,Main,Stop signs,,,,,,,Dry,1,Both sides,55.0,Male,4.0,Stopped on crossing,0.0,31.0,,2500.0,DRIVER OF SEMI TRUCK PARKED HIS SEMI WITH THE TRAIN TRAILER PORTION FOULING THE TRACKS AT THE PRIVATE INDUSTRY CROSSING. DRIVER WAS NOT IN THE TRUCK AT THE TIME OF THE IMPACT. NO INJURIES WERE REPORTED.,0,0
8325,8325,2018,181203003,916046W,2018-12-03,AM,11:32 AM,39.0,FOND DU LAC,55.0,WISCONSIN,Pick-up truck,3,East,1.0,Stalled or stuck on crossing,,,,26.0,2.0,Day,1.0,Clear,1.0,Main,Stop signs,Crossbucks,,,,,,Ice,1,Both sides,48.0,Male,4.0,Stopped on crossing,0.0,17.0,,20000.0,"WSOR CROSSING INCIDENT: ON DECEMBER 3, 2018, AT APPROXIMATELY 1132, THE L595 (S. GROTH, PATTEE & WILMES) STRUCK A VEHICLE WHILE TRAVELING WESTBOUND ON THE OSHKOSH SUBDIVISION AT MP 160.67, CLARK STREET DOT#916046W IN BRANDON, WI. INITIAL REPORTS ARE THAT A VEHICLE WAS TRAVELING EAST ON CLARK STREET,STOPPED ON THE TRACKS AND WAS UNABLE TO GET MOVING AGAIN AS THE TRAIN WAS APPROACHING THE CROSSING.",0,2
8326,8326,2018,1000856842,390902D,2018-10-15,PM,12:49 PM,63.0,LA CROSSE,55.0,WISCONSIN,Truck-trailer,2,South,3.0,Moving over crossing,,,,45.0,2.0,Day,1.0,Clear,1.0,Main,Stop signs,Crossbucks,,,,,,Dry,1,Both sides,38.0,Male,2.0,Stopped and then proceeded,4.0,56.0,,1000.0,"687-705 (2 LOCOMOTIVES, 5 LOADS/102 EMPTIES) MADE CONTACT WITH FARMING TRAILER BENG TOWED BY A PICKUP TRUCK AT MANKE HESSELBERG ROAD NEAR BANGOR, WI. TRAIN WAS TRAVELING 56 MPH AT THE TIME OF IMPACT PUSHING THE TRAILER WESTBOUND. THERE WERE NO INJURIES TO CP EMPLOYEES OR OTHER INDIVIDUALS INVOLVED AS  RESULT OF THIS INCIDENT.",0,0
8327,8327,2018,1000767446,696300L,2018-05-31,PM,05:00 PM,79.0,MILWAUKEE,55.0,WISCONSIN,Pick-up truck,2,South,2.0,Stopped on crossing,,,,85.0,2.0,Day,1.0,Clear,2.0,Yard,,,,,,,,Dry,,,45.0,Male,4.0,Stopped on crossing,0.0,8.0,,5000.0,"GM22 WAS SHOVING IN LONESTAR INDUSTRIES MILWAUKEE WHEN REAR CAR (CBFX 316207) CONTACTED A PICKUP STOPPED FOUL STOPPED FOUL OF PRIVATE CROSSING. NO INJURIES, TRACK DAMAGE, OR DAMAGE TO COMPANY PROPERTYOCCURRED. CREW DID NOT BELIEVE THIS WAS CONSIDERED A CROSSING (INSTEAD MORE OF A DRIVEWAY) AND WOULD NOT REQUIRE FLAGGING. ALL CREW MILWAUKEE HAVE NOW RECEIVED INSTRUCTIONS WHEN SERVING THIS FACILITYTHE MOVEMENT NEEDS TO STOP AND BE PROTECTED UNTIL MOVEMENT IS OVER THIS CROSSING.",0,0
8328,8328,2018,IN18071106,387027E,2018-07-11,PM,05:45 PM,131.0,WASHINGTON,55.0,WISCONSIN,Truck-trailer,2,South,3.0,Moving over crossing,,,,80.0,2.0,Day,1.0,Clear,1.0,Main,Standard FLS,Crossbucks,,,,,,Dry,1,Both sides,61.0,Male,3.0,Did not stop,15.0,31.0,,10000.0,"N JULY 11, 2018 AT APPROXIMATELY 1745 THE L599 CREW WAS TRAVELING WESTBOUND ON THE MILWAUKEE SUB ATWACKER DRIVE IN HARTFORD, WI. WHILE ASCENDING ON THE MAIN TRACK AT 31 MPH THE ENGINEER NOTICED A VEHICLE APPROACHING THE CROSSING. WAMX 3891 STRUCK THE DRIVER’S SIDE REAR CORNER OF THE SEMI-TRAILER. AFTER THE COLLISION THE ENGINEER APPLIED THE BRAKES AND THEN PLACED THE TRAIN INTO EMERGENCY. THERE ARE NO INJURIES TO REPORT. MINOR DAMAGE TO THE LOCOMOTIVE",0,0
8329,8329,2018,CH0718201,079961D,2018-07-08,PM,03:50 PM,91.0,PEPIN,55.0,WISCONSIN,Other,3,East,2.0,Stopped on crossing,,,,72.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,Crossbucks,,,,,Dry,1,Both sides,43.0,Male,4.0,Stopped on crossing,0.0,40.0,,2500.0,WESTBOUND TRAIN STRUCK A BOAT THAT WAS BEING PULLED BY A PICKUP TRUCK THAT WAS STOPPED ON THE CROSSING. NO CREWMEMBERS WERE DRUG/ALCOHOL TESTED.,0,0
8330,8330,2018,961721,692428T,2018-06-07,AM,05:26 AM,87.0,OUTAGAMIE,55.0,WISCONSIN,Pedestrian,4,West,3.0,Moving over crossing,,,,60.0,1.0,Dawn,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,23.0,Male,8.0,Suicide/attempted suicide,,38.0,,,MALE INDIVIDUAL LEFT HIS VEHICLE AND RAN PAST THE ACTIVATED CROSSING GATE AT THE SHAKY LAKE ROAD CROSSING AND INTO THE PATH OF THE ONCOMING TRAIN.  NRC #1214502.,1,0
8331,8331,2018,962265,697361F,2018-06-11,PM,02:10 PM,129.0,WASHBURN,55.0,WISCONSIN,Truck-trailer,4,West,3.0,Moving over crossing,,,,75.0,2.0,Day,2.0,Cloudy,1.0,Main,Stop signs,Crossbucks,,,,,,"Sand, Mud, Dirt, Oil, Grease",1,Both sides,82.0,Male,3.0,Did not stop,10.0,25.0,,70000.0,ELDERLY DRIVER OF A SEMI WITH A LOADED TRAILER FAILED TO YIELD AT THE STANBERRY ROAD CROSSING AND WAS HIT BY THE ONCOMING TRAIN. NO INJURIES WERE REPORTED.,0,0
8332,8332,2018,962494,970645K,2018-06-13,AM,09:52 AM,139.0,WINNEBAGO,55.0,WISCONSIN,Truck,4,West,3.0,Moving over crossing,,,,72.0,2.0,Day,1.0,Clear,4.0,Industry,Crossbucks,Other,,,,,,Dry,1,Both sides,60.0,Male,2.0,Stopped and then proceeded,5.0,2.0,,1000.0,SEMI-DRIVER PULLED ONTO THE PRIVATE TOWER ACCESS GRADE CROSSING IN FRONT OF THE ONCOMING TRAIN. TRAIN IMPACTED THE TRAILER PORTION OF THE TRUCK. NO INJURIES REPORTED. CROSSING MARKED WITH CROSSBUCKS AND YIELD SIGNS.,0,0
8333,8333,2018,0618TC014,185893U,2018-06-13,AM,06:15 AM,17.0,CHIPPEWA,55.0,WISCONSIN,Truck-trailer,3,East,3.0,Moving over crossing,,,,57.0,1.0,Dawn,1.0,Clear,1.0,Main,Crossbucks,Other,,,,,,Dry,1,Both sides,35.0,Male,3.0,Did not stop,10.0,24.0,,30000.0,HIGHWAY USER'S ACTIONS: DID NOT STOP.  #32 WARNING DEVICE: YIELD SIGN ON BOTH SIDES.,0,1
8334,8334,2018,965052,690140E,2018-07-05,PM,06:30 PM,139.0,WINNEBAGO,55.0,WISCONSIN,Van,4,West,3.0,Moving over crossing,,,,86.0,2.0,Day,1.0,Clear,4.0,Industry,Standard FLS,Audible,Crossbucks,,,,,Dry,1,Both sides,59.0,Male,3.0,Did not stop,45.0,2.0,,25000.0,MAINTENANCE OF WAY EQUIPMENT WAS TRAVELING OVER THE RIPPLE RD. CROSSING WHEN IT STRUCK A VAN THAT FAILED TO YIELD. EQUIPMENT OPERATOR HAD STOPPED PRIOR TO ENTERING THE CROSSING TO VERIFY NO VEHICLES WERE APPROACHING BEFORE PROCEEDING. SIGNALS WERE NOT ACTIVATED DUE TO THE TYPE OF EQUIPMENT THAT WASTRACK TRAVELING.,0,1
8335,8335,2018,967678,692612F,2018-07-28,PM,11:58 PM,141.0,WOOD,55.0,WISCONSIN,Pedestrian,3,East,3.0,Moving over crossing,,,,60.0,4.0,Dark,2.0,Cloudy,1.0,Main,Gates,Cantilever FLS,Standard FLS,Audible,Crossbucks,,,Dry,1,Both sides,34.0,Male,2.0,Stopped and then proceeded,,35.0,,0.0,TRAIN WAS TRAVELING NORTH ON THE MAIN LINE WHEN PEDESTRIANS CROSSED THE TRACKS AT THE N. CENTRAL AVE. CROSSING. IT APPEARED THAT ONE OF THE PEDESTRIANS DROPPED SOMETHING AND TURNED AROUND AND LEANED OVER TO PICK IT UP WHEN HE WAS STRUCK BY THE ONCOMING TRAIN. ALL SIGNALS WERE WORKING AT THE TIME OFTHE INCIDENT. NRC #1219813.,1,0
8336,8336,2019,1001010645,390877X,2019-06-13,AM,06:54 AM,81.0,MONROE,55.0,WISCONSIN,Auto,2,South,3.0,Moving over crossing,,,,65.0,1.0,Dawn,1.0,Clear,1.0,Main,Stop signs,Crossbucks,,,,,,Dry,1,Both sides,91.0,Male,3.0,Did not stop,10.0,39.0,,400.0,"340-487 MADE CONTACT WITH REAR PORTION OF AUTO BEING OPERATED BY ELDERLY MALE ON THE TOMAH SUBDIVISION AT MP 255.9, HAZELWOOD AVE (DOT XING 390877X).  NO INJURIES TO CREW OR VEHICLE OCCUPANT. DOWNLOADS AND ALL PAPER WORK SECURED FOR CLAIMS AND THE CREW WAS IN COMPLIANCE WITH THE OPERATING RULES. NODAMAGE TO LOCOMOTIVE OR CROSSING PROTECTION.",0,0
8337,8337,2018,1218GL028,178211R,2018-12-17,PM,01:15 PM,55.0,JEFFERSON,55.0,WISCONSIN,Auto,3,East,3.0,Moving over crossing,,,,35.0,2.0,Day,1.0,Clear,1.0,Main,Crossbucks,Flagged by crew,Other,,,,,Dry,1,Both sides,38.0,Male,3.0,Did not stop,10.0,4.0,,3000.0,HIGHWAY USER'S ACTIONS: DID NOT STOP.  #32 WARNING DEVICE: YIELD SIGN,0,0
8338,8338,2018,0118PR019,179158K,2018-01-20,PM,04:15 PM,27.0,DODGE,55.0,WISCONSIN,Other motor vehicle,2,South,3.0,Moving over crossing,,,,32.0,3.0,Dusk,2.0,Cloudy,1.0,Main,Crossbucks,Other,,,,,,"Sand, Mud, Dirt, Oil, Grease",1,Both sides,70.0,Male,3.0,Did not stop,10.0,36.0,,50000.0,HIGHWAY USER'S ACTIONS: DID NOT STOP.  #32 WARNING DEVICE: YIELD SIGN ON BOTH SIDES,0,0
8339,8339,2018,IN18090401,180328Y,2018-09-04,PM,08:15 PM,117.0,SHEBOYGAN,55.0,WISCONSIN,Pick-up truck,1,North,3.0,Moving over crossing,,,,75.0,3.0,Dusk,1.0,Clear,1.0,Main,Crossbucks,,,,,,,Dry,1,Both sides,52.0,Male,3.0,Did not stop,35.0,,,9000.0,"SOR CROSSING INCIDENT: ON SEPTEMBER 4, 2018 AT APPROX. 2015 THE L-243 TRAVELING WESTBOUND ON THE SHEBOYGAN FALLS SUB HAD BROUGHT THEIR TRAIN TO A STOP ON THE MAINLINE TO HANDLE A SWITCH. UPON STOPPINGTHE CREW HEARD A LOUD NOISE AND DISCOVERED AN AUTOMOBILE HAD STRUCK NAHX 620106 THE 2ND CAR FROM THE HEAD END AT WILLOW ROAD, MP 11.17 (DOT 180328Y). THERE ARE NO INJURIES TO THE TRAIN CREW OR THE MOTORIST. NO HAZMAT IS INVOLVED AND THERE APPEARS TO BE ONLY MINOR DAMAGE TO THE RAILCAR.",0,0
8340,8340,2018,1000801020,390573G,2018-07-19,PM,01:00 PM,55.0,JEFFERSON,55.0,WISCONSIN,Pick-up truck,2,South,3.0,Moving over crossing,,,,70.0,2.0,Day,2.0,Cloudy,1.0,Main,Other,,,,,,,Dry,1,Both sides,26.0,Male,3.0,Did not stop,35.0,34.0,,3500.0,"TRAIN 380-435-, TRAVELING EASTBOUND ON THE WATERTOWN SUB WHEN THEY MADE CONTACT WITH PICKUP AT PRIVATE CROSSING FOR HWY 16 AUTO SALES. VEHICLE TURNED OFF HWY 16 & PROCESSED AT HIGH RATE SPEED OVER CROSSING IN FRONT OF TRAIN. TRAIN CREW WAS OPERATING IN COMPLIANCE, ALL DOCUMENTS, DOWNLOAD AND LOCOCAMHARD DRIVE HAVE BEEN SECURED, PICKUP DRIVER TRANSPORTED FOR MEDICAL-MINOR (UNSPECIFIED) INJURIES. THIS INCIDENT OCCURRED AT A PRIVATE CROSSING (NOT RAILROAD MAINTAINED). STOP & CROSSBUCK SIGNS IN PLA",0,1
8341,8341,2018,0918PR014,179253F,2018-09-14,AM,10:25 AM,1.0,ADAMS,55.0,WISCONSIN,Truck,2,South,3.0,Moving over crossing,,,,79.0,2.0,Day,1.0,Clear,1.0,Main,Crossbucks,Other,,,,,,Dry,1,Both sides,38.0,Male,3.0,Did not stop,15.0,35.0,,5000.0,HIGHWAY USER'S ACTIONS: DID NOT STOP.  #32 WARNING DEVICES: YIELD SIGN,0,1
8342,8342,2019,190625002,180325D,2019-06-25,PM,03:05 PM,117.0,SHEBOYGAN,55.0,WISCONSIN,Auto,1,North,3.0,Moving over crossing,,,,70.0,2.0,Day,1.0,Clear,1.0,Main,Crossbucks,Other,,,,,,Dry,1,Both sides,37.0,Female,3.0,Did not stop,25.0,25.0,,10000.0,"#32 OTHER IS YIELD SIGN   THE L243 WAS TRAVELING EASTBOUND ON THE SHEBOYGAN FALLS SUB AND WAS STRUCKBY A VEHICLE AT MP 7.59, CO RD TT IN SHEBOYGAN FALLS, WI. THE L243 CREW WERE OPERATING SHORT NOSE WITH 1 LOADED COVERED HOPPER CAR. A VEHICLE FAILED TO YIELD AT THE CROSSING RESULTING IN HITTING THELEAD SET OF TRUCKS ON THE RAILCAR. THE DRIVER OF THE VEHICLE SHOWED NO VISIBLE INJURIES AND NO INJURIES TO WSOR TEAM MEMBERS. NO HAZ MAT INVOLVED, NO TRACK DAMAGE AND MINOR SCRAPES ON THE RAIL CAR.",0,0
8343,8343,2018,18001,388247D,2018-01-25,PM,01:20 PM,75.0,MARINETTE,55.0,WISCONSIN,Auto,3,East,3.0,Moving over crossing,,,,20.0,2.0,Day,2.0,Cloudy,1.0,Main,Crossbucks,,,,,,,Wet,1,Both sides,66.0,Male,3.0,Did not stop,25.0,25.0,,5000.0,HIGHWAY USER DID NOT STOP AT GRADE CROSSING AND STRUCK THE SIDE OF LOCOMOTIVE. DRIVER WAS TICKETED.,0,0
8344,8344,2018,1000879023,177221T,2018-11-14,PM,09:35 PM,79.0,MILWAUKEE,55.0,WISCONSIN,Auto,4,West,3.0,Moving over crossing,,,,30.0,4.0,Dark,1.0,Clear,1.0,Main,Cantilever FLS,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,24.0,Male,3.0,Did not stop,30.0,7.0,,5000.0,"ON THE NIGHT OF 11/14/2018 WHILE WORKING G61-14, LEAD ENGINE CP 2292 MADE CONTACT WITH A WHITE BMW AT GREENFIELD AVE.  WHILE TRAVELING LITE POWER GOING NORTH ON THE MENOMINEE BELT MAIN, VEHICLE DID NOT ADHERE TO CROSSING LIGHTS, ENGINE BELL AND HORN.  THE KNUCKLE ON CP 2292 MADE CONTACT WITH THE VEHICLE THAT WAS TRAVELING WEST, CAUSING DAMAGE TO VEHICLE ONLY.  NO INJURIES REPORTED BY DRIVER OR PASSENGER THAT FLED THE SCENE PRIOR TO POLICE ARRIVING.  WEST MILWAUKEE POLICE CITED DRIVER.",0,0
8345,8345,2018,1000694109,390935R,2018-01-29,PM,11:15 PM,63.0,LA CROSSE,55.0,WISCONSIN,Pedestrian,1,North,2.0,Stopped on crossing,,,,23.0,4.0,Dark,1.0,Clear,3.0,Siding,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,23.0,Male,1.0,Went around the gate,0.0,2.0,,,"G71-29 (WITH ENGINES DME 4005 AND CP 2267) RETURNED FROM RIVER JCT WITH 68 CARS. CONDUCTOR WAS PROTECTING THE POINT FROM RIVER JCT LA CROSSE YARD. SWITCH WAS LINED AT LIBERTY STREET AND CALLED THE TRAIN IN THE CLEAR OF 3 TRACK WEST END. CONDUCTOR PROTECTED THE POINT DOWN TO THE EAST END OF THE YARD,SECURED THE CARS AND CUT AWAY THE ENGINES FROM 3 TRACK. TRAIN 281-29 CONTACTED RIVER DISPATCHER TOADVISE A BODY WAS OBSERVED LYING IN THE SIDING TRACK NEAR AVON/HAGAR CROSSING. RIVER DISPATCHER CALL",1,0
8346,8346,2017,17002,388531V,2017-03-30,PM,02:15 PM,75.0,MARINETTE,55.0,WISCONSIN,Truck-trailer,4,West,3.0,Moving over crossing,,,,27.0,2.0,Day,2.0,Cloudy,1.0,Main,Crossbucks,,,,,,,Dry,1,Both sides,48.0,Male,3.0,Did not stop,15.0,25.0,,20000.0,SEMI FAILED TO YIELD AT CROSSING AND WAS STRUCK BY LEAD LOCOMOTIVE. SEMI TRAILER WAS STRUCK AND TOTALED.,0,0
8347,8347,2018,953836,689916T,2018-03-26,AM,06:30 AM,133.0,WAUKESHA,55.0,WISCONSIN,Pedestrian,3,East,3.0,Moving over crossing,,,,30.0,1.0,Dawn,1.0,Clear,1.0,Main,Standard FLS,Audible,Crossbucks,,,,,Dry,1,Both sides,73.0,Male,3.0,Did not stop,,32.0,,,AN ELDERLY PEDESTRIAN WITH A DOG CROSSED TRACKS IN FRONT OF THE ONCOMING TRAIN AT THE CARROLL ST. CROSSING AND WAS HIT. PEDESTRIAN SUSTAINED FATAL INJURIES - NRC #1207669. ALL SIGNALS WERE OPERATING AS INTENDED.,1,0
8348,8348,2018,152630,390633N,2018-04-06,PM,01:20 PM,27.0,DODGE,55.0,WISCONSIN,Truck-trailer,2,South,3.0,Moving over crossing,,,,30.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,65.0,Male,7.0,Went thru the gate,45.0,70.0,,9950.0,"TRAIN 8/28 OPERATING WITH CAMERA-EQUIPPED LOCOMOTIVES E/63-E/144 AND 11 CARS WAS STRUCK IN THE SIDEOF THE TRAIN BY A SEMI TRACTOR-TRAILER ON THE ENGINEERS SIDE OF THE C/61043 AND C/39017 AT MP 144.53, BB ROAD CROSSING.  THE VEHICLES OPERATOR DROVE THROUGH THE GATES.",0,1
8349,8349,2017,916174,910730L,2017-03-13,AM,04:59 AM,75.0,MARINETTE,55.0,WISCONSIN,Truck-trailer,1,North,3.0,Moving over crossing,,,,17.0,4.0,Dark,6.0,Snow,1.0,Main,Crossbucks,Other,,,,,,Snow/slush,1,Both sides,26.0,Male,3.0,Did not stop,,19.0,,500.0,AUTHORITIES CONTACTED THE RAILROAD TO ADVISE THAT A SEMI HAD HIT THE SIDE OF THE TRAIN AT THE COUNTYMEADOWS ROAD CROSSING. THE CREW WAS UNAWARE OF THE INCIDENT AND NO DAMAGE WAS FOUND ON THE TRAIN SOIT IS UNKNOWN WHERE IN THE TRAIN THE TRUCK HIT IT. DAMAGE TO THE VEHICLE WAS MINIMAL AND UNDER THEAUTHORITIES REQUIREMENT TO COMPLETE AN ACCIDENT REPORT. VERY LITTLE INFORMATION WAS PROVIDED TO THERAILROAD REGARDS TO THE VEHICLE AND DRIVER. NO INJURIES WERE REPORTED.,0,0
