Global_ID,S.No,Report Year,Incident Number,Grade Crossing ID,Date,AM/PM,Time,County Code,County Name,State Code,State Name,Highway User,Vehicle Direction Code,Vehicle Direction,Highway User Position Code,Highway User Position,Second Highway User,Second Vehicle Direction Code,Second Vehicle Direction,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Track Type Code,Track Type,Crossing Warning Expanded 1,Crossing Warning Expanded 2,Crossing Warning Expanded 3,Crossing Warning Expanded 4,Crossing Warning Expanded 5,Crossing Warning Expanded 6,Crossing Warning Expanded 7,Roadway Condition,Crossing Warning Location Code,Crossing Warning Location,User Age,User Sex,Highway User Action Code,Highway User Action,Estimated Vehicle Speed,Train Speed,Estimated/Recorded Speed,Vehicle Damage Cost,Narrative,Total Killed Form 57,Total Injured Form 57
8274,8274,2017,934286,691227Y,2017-08-29,AM,05:30 AM,107.0,RUSK,55.0,WISCONSIN,Truck,1,North,3.0,Moving over crossing,,,,59.0,1.0,Dawn,4.0,Fog,1.0,Main,Crossbucks,Other,,,,,,Dry,1,Both sides,32.0,Male,3.0,Did not stop,30.0,31.0,,25000.0,GARBAGE TRUCK FAILED TO YIELD TO THE ONCOMING LIGHT ENGINE AT THE CRANBERRY LAKE ROAD CROSSING AND WAS STRUCK. DRIVER WAS TRANSPORTED FOR INJURIES SUSTAINED IN THE IMPACT. CROSSING MARKED WITH CROSSBUCKS AND YIELD SIGNS. UNIT CN 2194 AND TRACKS WERE DAMAGED DUE TO THE INCIDENT.,0,1
8275,8275,2017,0817PR032,180180U,2017-08-30,PM,11:55 PM,117.0,SHEBOYGAN,55.0,WISCONSIN,Auto,2,South,3.0,Moving over crossing,,,,67.0,4.0,Dark,2.0,Cloudy,1.0,Main,Crossbucks,Other,,,,,,Dry,1,Both sides,24.0,Male,5.0,Other,80.0,20.0,,5000.0,HIGHWAY USER SWERVED TO AVOID THE TRAIN.  #32 WARNING DEVICE: YIELD SIGN,0,1
8276,8276,2017,0417TC003,183859F,2017-04-05,PM,09:57 PM,109.0,ST CROIX,55.0,WISCONSIN,Other motor vehicle,1,North,3.0,Moving over crossing,,,,42.0,4.0,Dark,1.0,Clear,1.0,Main,Stop signs,Crossbucks,,,,,,Dry,2,Side of vehicle approach,49.0,Male,3.0,Did not stop,10.0,41.0,,10000.0,,0,0
8277,8277,2016,1116PR012,177980C,2016-11-20,PM,03:50 PM,105.0,ROCK,55.0,WISCONSIN,Auto,4,West,3.0,Moving over crossing,,,,30.0,2.0,Day,1.0,Clear,1.0,Main,Stop signs,Crossbucks,,,,,,Dry,1,Both sides,90.0,Male,2.0,Stopped and then proceeded,5.0,25.0,,2000.0,HIGHWAY USER STOPPED AT THE STOP SIGN AND THEN PROCEEDED OVER THE CROSSING.,0,1
8278,8278,2017,944248,697326S,2017-12-12,AM,10:27 AM,107.0,RUSK,55.0,WISCONSIN,Truck,3,East,3.0,Moving over crossing,,,,8.0,2.0,Day,2.0,Cloudy,1.0,Main,Stop signs,Crossbucks,,,,,,Snow/slush,1,Both sides,69.0,Male,2.0,Stopped and then proceeded,5.0,45.0,,2000.0,SNOWPLOW TRUCK STOPPED ON THE PRIVATE CROSSING AND THEN BEGAN TO MAKE A REVERSE MOVE OFF THE CROSSING WHEN IT WAS STRUCK BY THE ONCOMING TRAIN. LOCOMOTIVE IMPACTED THE SNOW PLOW ON THE FRONT OF THE TRUCK. NO INJURIES WERE REPORTED.,0,0
8279,8279,2017,944118,690240J,2017-12-10,PM,07:15 PM,139.0,WINNEBAGO,55.0,WISCONSIN,Pedestrian,4,West,3.0,Moving over crossing,,,,22.0,4.0,Dark,1.0,Clear,1.0,Main,Gates,Cantilever FLS,Standard FLS,Audible,Crossbucks,,,Dry,1,Both sides,28.0,Male,5.0,Other,,25.0,,,PASSENGER IN VEHICLE STOPPED AT THE LAKE STREET CROSSING EXITED THE VEHICLE AND CLIMBED THROUGH THETRAIN THAT WAS STOPPED ON THE CROSSING. HE WAS STRUCK BY A SECOND TRAIN AS HE JUMPED FROM THE STOPPED TRAIN. ALL WARNING DEVICES WERE ACTIVATED AND WORKING . NC #1199475,1,0
8280,8280,2017,944346,689939A,2017-12-12,PM,08:35 PM,19.0,CLARK,55.0,WISCONSIN,Truck,3,East,3.0,Moving over crossing,,,,13.0,4.0,Dark,2.0,Cloudy,1.0,Main,Stop signs,Crossbucks,,,,,,Snow/slush,1,Both sides,18.0,Male,3.0,Did not stop,,47.0,,5000.0,DRIVER FAILED TO STOP FOR THE STOP SIGN AND TRAIN THAT HAD OCCUPIED THE CENTURY ROAD CROSSING. DRIVER STRUCK THE SIDE OF THE TRAIN CAUSING IT TO GO INTO EMERGENCY AND STOP. BOTH DRIVER AND PASSENGER WERE TAKEN TO THE HOSPITAL.,0,2
8281,8281,2017,945648,386675T,2017-12-30,AM,07:50 AM,15.0,CALUMET,55.0,WISCONSIN,Auto,2,South,3.0,Moving over crossing,,,,-6.0,2.0,Day,1.0,Clear,1.0,Main,Crossbucks,Other,,,,,,Snow/slush,1,Both sides,77.0,Male,3.0,Did not stop,10.0,25.0,,10000.0,ELDERLY DRIVER FAILED TO YIELD AT THE PRIVATE FIRE LANE #5 CROSSING AND WAS STRUCK BY THE ONCOMING TRAIN. CROSSING IS MARKED WITH CROSSBUCKS AND YIELD SIGNS. HE WAS TRANSPORTED TO THE LOCAL HOSPITAL.,0,1
8282,8282,2016,906472,689916T,2016-11-15,PM,02:35 PM,133.0,WAUKESHA,55.0,WISCONSIN,Pedestrian,3,East,2.0,Stopped on crossing,,,,45.0,2.0,Day,1.0,Clear,1.0,Main,Standard FLS,Crossbucks,,,,,,Dry,1,Both sides,30.0,Male,4.0,Stopped on crossing,0.0,31.0,,0.0,PEDESTRIAN WAS STANDING ON THE PEDESTRIAN CROSSING AT CARROL STREET WHEN HE WAS HIT BY THE ONCOMINGTRAIN. ALL WARNING DEVICES WERE WORKING.,0,1
8283,8283,2019,1001024770,390631A,2019-07-06,AM,04:47 AM,27.0,DODGE,55.0,WISCONSIN,Auto,4,West,1.0,Stalled or stuck on crossing,,,,64.0,4.0,Dark,2.0,Cloudy,1.0,Main,Stop signs,Crossbucks,,,,,,Dry,1,Both sides,21.0,Male,4.0,Stopped on crossing,0.0,38.0,,4500.0,"680-390 MADE CONTACT WITH A VEHICLE ON THE WATERTOWN SUBDIVISION AT FRANK ROAD (DOT XING 390631A) NEAR REESEVILLE, WI.  NO INJURIES TO CREW AND VEHICLE WAS NOT OCCUPIED.  THE CREW WAS IN COMPLIANCE WITH THE OPERATING RULES. DRIVER WAS ATTEMPTING TO MAKE A U-TURN AND GOT STUCK ON THE CROSSING. DRIVERAND OCCUPANT EXITED VEHICLE AND WERE IN THE DITCH PRIOR TO IMPACT.",0,0
8284,8284,2016,IN16122701,391827X,2016-12-27,PM,04:30 PM,111.0,SAUK,55.0,WISCONSIN,Auto,2,South,3.0,Moving over crossing,,,,30.0,3.0,Dusk,1.0,Clear,1.0,Main,Stop signs,Crossbucks,,,,,,Dry,1,Both sides,47.0,Male,3.0,Did not stop,50.0,23.0,,4500.0,"AT APPROX. 1630 TODAY, THE T007 WAS TRAVELING WESTBOUND ON THE PRAIRIE SUBDIVISION 0 X 20 OPERATINGWITH A SINGLE LOCOMOTIVE. AS THEY APPROACHED PEARL ROAD, MP 177.06 IN SPRING GREEN, WI AN AUTOMOBILEFAILED TO STOP AT THE STOP SIGN AND STRUCK THE WAMX 4182 ON THE CONDUCTOR SIDE OF THE LOCOMOTIVE. THERE ARE NO INJURIES TO THE TRAIN CREW AND THE OCCUPANT OF THE VEHICLE HAS DECLINED MEDICAL ATTENTION. NO HAZMAT IS INVOLVED AND THERE IS NO DAMAGE CURRENTLY REPORTED TO ANY INFRASTRUCTURE OR THE LOCO",0,0
8285,8285,2019,09162019,186014X,2019-09-16,AM,10:30 AM,17.0,CHIPPEWA,55.0,WISCONSIN,Truck,2,South,3.0,Moving over crossing,,,,80.0,2.0,Day,1.0,Clear,1.0,Main,Stop signs,Crossbucks,,,,,,Dry,1,Both sides,22.0,Male,3.0,Did not stop,2.0,8.0,,0.0,"WHILE MINIMUM WAS SET GOING DOWN HILL, ENGINEER NOTICED THE HEAD OF THE VEHICLE SLOWLY ENTERING THECROSSING.  ENGINEER BLEW HORN AND DUMPED THE TRAIN ABOUT 100 FT FROM THE CROSSING AND HEARD A THUD.THE VEHICLE NEVER STOPPED ROLLING INTO THE FOULING AREA OF THE MAIN LINE WHERE TRAIN ENDED UP HITTING THE FRONT END OF THE VEHICLE.  HIGHWAY USER CITED FOR INATTENTIVE DRIVING AND FAILURE TO STOP FORSTOP SIGN.",0,0
8286,8286,2019,1001060135,388003U,2019-08-30,PM,11:47 PM,101.0,RACINE,55.0,WISCONSIN,Other motor vehicle,2,South,1.0,Stalled or stuck on crossing,,,,58.0,4.0,Dark,1.0,Clear,1.0,Main,Gates,Cantilever FLS,Standard FLS,Audible,,,,Dry,1,Both sides,55.0,Female,4.0,Stopped on crossing,0.0,49.0,,19000.0,"686-636 TRAVELING ON #1 MAIN, STRUCK AN UNOCCUPIED SUV THAT WAS STRANDED BETWEEN MAIN 1 AND MAIN 2.INVESTIGATION DETERMINED THAT FORD ESCAPE HAD TAKEN A WRONG TURN (DRIVER INDICATED GPS ADVISED TO TURN) AND GOT STUCK ON MAIN #1 (FACING SOUTH), FOULING MAIN #2. THE DRIVER HAD EXITED VEHICLE AND CONTACTED LOCAL AUTHORITIES JUST PRIOR TO TRAIN ARRIVING. NO DAMAGE TO CROSSING WARNING PROTECTION (GATES, LIGHTS, AUDIBLE).  JUNE 2021 - FRA AUDIT FINDING  SUGGESTS FIELD 41 - CODE 4.",0,0
8287,8287,2019,1001042889,390885P,2019-08-02,AM,12:50 AM,81.0,MONROE,55.0,WISCONSIN,Other motor vehicle,3,East,3.0,Moving over crossing,,,,75.0,4.0,Dark,1.0,Clear,1.0,Main,Crossbucks,Other,,,,,,Dry,1,Both sides,44.0,Male,3.0,Did not stop,30.0,,,20000.0,"AT ~0045/08-02-19 G82-01 BROKE AWAY FROM THEIR TRAIN TO WORK BLUELINX. WHILE THEY WERE IN THE CUSTOMER TRACK, A JEEP TRAVELING EAST STRUCK THEIR TRAIN. CROSSING IS LIGHTED AND PROTECTED WITH CROSS BUCK & YIELD SIGNS. DRIVER OF VEHICLE WAS TRANSPORTED FOR MEDICAL AND ISSUED 3 TRAFFIC CITATIONS.",0,1
8288,8288,2019,1000959689,390554C,2019-03-22,AM,08:10 AM,133.0,WAUKESHA,55.0,WISCONSIN,Truck-trailer,2,South,1.0,Stalled or stuck on crossing,,,,45.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Cantilever FLS,Standard FLS,Audible,Stop signs,Crossbucks,,Dry,1,Both sides,49.0,Male,4.0,Stopped on crossing,0.0,49.0,,50000.0,"686-755 MADE CONTACT WITH A SEMI TRAILER LOADED WITH STEEL PLATES ON THE WATERTOWN SUB, DOT CROSSING390554C- MAIN STREET, OCONOMOWOC.  SEMI-TRACTOR/TRAILER DRIVER WAS PROCEEDING SOUTH ATTEMPTING TO TURN WEST ON 2ND STREET WHEN THE TRAILER GOT HUNG UP ON A CEMENT BARRIER.  DRIVER WAS ATTEMPTING TO MANEUVER THE TRAILER FREE WHEN THE CROSSING WARNING ACTIVATED AND GATES CAME DOWN.  LEAD LOCOMOTIVE CAME IN CONTACT WITH LOADED TRAILER.  NO INJURIES TO TRAIN CREW OR SEMI DRIVER.  SIGNIFICANT DAMAGE T",0,0
8289,8289,2019,991858,690219D,2019-03-20,PM,10:19 PM,139.0,WINNEBAGO,55.0,WISCONSIN,Auto,3,East,1.0,Stalled or stuck on crossing,,,,37.0,4.0,Dark,2.0,Cloudy,1.0,Main,Gates,Cantilever FLS,Standard FLS,Audible,Crossbucks,,,Dry,1,Both sides,,Male,6.0,Went around/thru temporary barricade,0.0,36.0,,5000.0,"AT 2219 CT MARCH 20TH, MP 178.81 NEENAH SUBDIVISION, OSHKOSH, WI, NORTHBOUND TRAIN U76171-18 (CN2612CN2898 CN 2898 CN5656 CN 5404 CN5644, 2L 0E 120R 5271T 7679F) TRAVELING AT 37 MPH, STRUCK AN UNOCCUPIED VEHICLE AT CROSSING.  ADULT MALE DRIVER WAS OUTSIDE VEHICLE.  NO INJURIES REPORTED.  DAMAGE TOCONDUCTOR SIDE STEPS ON CN2008.  UNIT TO BE SETOFF AT NEENAH.  DRIVER DROVE AROUND CONSTRUCTION BARRICADES AT THE CTH Y CROSSING AND WAS STUCK ON THE CROSSING.  DRIVER EXITED VEHICLE PRIOR TO TRAIN IM",0,0
8290,8290,2019,996189,692983R,2019-04-27,PM,06:46 PM,33.0,DUNN,55.0,WISCONSIN,Auto,2,South,3.0,Moving over crossing,,,,35.0,3.0,Dusk,1.0,Clear,1.0,Main,Crossbucks,,,,,,,Dry,1,Both sides,31.0,Female,3.0,Did not stop,15.0,35.0,,2500.0,AT 1846 CDT ON APRIL 27TH TRAIN L51681-27 MADE CONTACT WITH A TWO OCCUPANT MOTOR VEHICLE AT THE CROSSING. NO INJURIES TO CREW OR OCCUPANTS OF THE VEHICLE. CROSSING PROTECTED BY CROSSBUCKS,0,0
8291,8291,2019,995449,692611Y,2019-04-22,AM,01:00 AM,141.0,WOOD,55.0,WISCONSIN,Auto,2,South,3.0,Moving over crossing,,,,49.0,4.0,Dark,2.0,Cloudy,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,34.0,Male,7.0,Went thru the gate,,1.0,,0.0,AT 0100 CDT ON APRIL 22ND A SINGLE OCCUPANT MOTOR VEHICLE MADE CONTACT WITH THE SIDE OF TRAIN A40381-22 AT THE CROSSING AT MILE 280.9 (NORTH MARSHFIELD) ON THE SUPERIOR SUBDIVISION.  OCCUPANT OF THE VEHICLE WAS TRANSPORTED TO LOCAL HOSPITAL WITH NON LIFE THREATENING INJURIES.  NO INJURIES TO CREW.TRAIN A40481-22 WAS STRUCK BY MOTOR VEHICLE AT CROSSING 6926118Y.  THE VEHICLE STRUCK THE LAST CARSIN THE CONSIST.  SPEED AND DAMAGE TO VEHICLE IS UNKNOWN.,0,1
8292,8292,2019,1010435,691156E,2019-08-26,AM,03:01 AM,5.0,BARRON,55.0,WISCONSIN,Truck-trailer,2,South,3.0,Moving over crossing,,,,61.0,4.0,Dark,1.0,Clear,1.0,Main,Crossbucks,,,,,,,Dry,1,Both sides,50.0,Male,5.0,Other,20.0,35.0,,10000.0,"S70791-25 (CN 2228, CN 5642, 88E, 2334T, 3839F) WAS TRAVELING WEST AT APPROXIMATELY 35MPH WHEN IT STRUCK A SEMI-TRUCK",0,0
8293,8293,2019,IN19090600,387972P,2019-09-06,PM,08:02 PM,105.0,ROCK,55.0,WISCONSIN,Auto,2,South,3.0,Moving over crossing,,,,64.0,4.0,Dark,1.0,Clear,1.0,Main,Stop signs,Crossbucks,,,,,,Dry,1,Both sides,38.0,Female,3.0,Did not stop,25.0,,,8000.0,"THE T004R-06 HAD JUST COMPLETED A PICK-UP AT WHEELER PIT AND WERE HAVING ISSUES WITH THEIR END OF TRAIN TELEMETRY DEVICE. THE CONDUCTOR AT THE REAR OF THE TRAIN WAS APPROACHED BY EMT PERSONNEL AT COUNTY HWY J ASKING WHERE THE VEHICLE ACCIDENT WAS. THEY WORKED TOGETHER TO FIND A VEHICLE HAD STUCK THE43RD CAR IN THEIR TRAIN, A LOADED HAZARDOUS TANK. THEY CONTACTED DISPATCH AND THE MANAGER ON DUTY RIGHT AWAY.",0,1
8294,8294,2019,0319GL014,185874P,2019-03-06,AM,10:18 AM,35.0,EAU CLAIRE,55.0,WISCONSIN,Auto,3,East,3.0,Moving over crossing,,,,7.0,2.0,Day,1.0,Clear,1.0,Main,Stop signs,,,,,,,Snow/slush,1,Both sides,22.0,Female,3.0,Did not stop,20.0,19.0,,6000.0,HIGHWAY USER'S ACTIONS: DID NOT STOP.,0,0
8295,8295,2019,190423002,180330A,2019-04-23,PM,04:55 PM,117.0,SHEBOYGAN,55.0,WISCONSIN,Auto,2,South,3.0,Moving over crossing,,,,65.0,2.0,Day,1.0,Clear,1.0,Main,Crossbucks,Other,,,,,,Dry,1,Both sides,81.0,Male,3.0,Did not stop,25.0,21.0,,50000.0,"THE L243 TRAVELING WESTBOUND ON THE SHEBOYGAN SUB STRUCK A VEHICLE AT MP 12.68, PLEASANT VIEW RD. THE L243 CREW WERE OPERATING LONG NOSE  WITH A TOTAL OF 3 EMPTY COVERED HOPPERS IN THEIR TRAIN. THE VEHICLE FAILED TO YIELD AT THE CROSSING RESULTING IN THE LOCOMOTIVE STRIKING THE VEHICLE ON THE DRIVER’S SIDE DOOR. THE OCCUPANT OF THE VEHICLE WAS LIFE FLIGHTED FROM THE SCENE BUT WAS CONSCIOUS AND SHOWED NO VISIBLE INJURIES. DRIVER ISSUED A FAILURE TO YIELD CITATION.",0,1
8296,8296,2019,190426001,387972P,2019-04-26,AM,09:20 AM,105.0,ROCK,55.0,WISCONSIN,Auto,1,North,3.0,Moving over crossing,,,,54.0,2.0,Day,1.0,Clear,1.0,Main,Stop signs,Crossbucks,,,,,,Dry,1,Both sides,27.0,Male,3.0,Did not stop,25.0,37.0,,5500.0,"WSOR CROSSING INCIDENT JANESVILLE, WI: ON APRIL 26, 2019 AT APPROXIMATELY 09:20 THE L351 TRAVELING EASTWARD ON THE FOX LAKE SUB WAS STRUCK BY A VEHICLE AT MP 93.61, S LAPRAIRIE TOWN HALL RD. THE VEHICLE FAILED TO YIELD AT THE CROSSING RESULTING IN THE VEHICLE STRIKING THE REAR TRUCK SET ON THE HEADCAR IN THEIR TRAIN. THE OCCUPANT WAS CONSCIOUS WITH NO VISIBLE SIGNS OF INJURIES AND WAS CHECKED OUTBY LOCAL EMTS.",0,0
8297,8297,2019,999351,689758V,2019-05-23,PM,01:10 PM,59.0,KENOSHA,55.0,WISCONSIN,Auto,3,East,2.0,Stopped on crossing,,,,72.0,2.0,Day,1.0,Clear,1.0,Main,Stop signs,Crossbucks,,,,,,Dry,1,Both sides,61.0,Male,4.0,Stopped on crossing,0.0,37.0,,10000.0,"AT 1310 CT ON MAY 23RD, WAUKESHA SUB, MP 58.46: SOUTHBOUND U26641-20 CAME INTO CONTACT WITH A VEHICLE KILLING THE DRIVER.",1,0
8298,8298,2019,1004171,697351A,2019-07-03,PM,12:50 PM,129.0,WASHBURN,55.0,WISCONSIN,Other motor vehicle,2,South,3.0,Moving over crossing,,,,86.0,2.0,Day,2.0,Cloudy,1.0,Main,Stop signs,Crossbucks,,,,,,Dry,1,Both sides,36.0,Male,5.0,Other,3.0,45.0,,,"DRIVER OF THE TRACTOR WAS MOVING AROUND THE CROSSING SIGNS AND STOP SIGNS. THE DRIVER WAS WEARING HEADPHONES WITH A BUILT IN RADIO, AND COULD NOT HEAR THE TRAIN WHISTLE. THE DRIVER PUSHED THE CLUTCH TO STOP MOVING FORWARD, BUT TRACTOR WAS ALREADY IN THE WAY OF THE TRAIN.",0,0
8299,8299,2019,0619GL015,186117X,2019-06-12,PM,12:40 PM,31.0,DOUGLAS,55.0,WISCONSIN,Truck,4,West,3.0,Moving over crossing,,,,64.0,2.0,Day,1.0,Clear,1.0,Main,Stop signs,Crossbucks,,,,,,"Sand, Mud, Dirt, Oil, Grease",1,Both sides,56.0,Female,3.0,Did not stop,5.0,25.0,,500.0,DUMP TRUCK DID NOT STOP AND WAS STRUCK BY THE TRAIN.  HIGHWAY USER'S ACTIONS: DID NOT STOP,0,0
8300,8300,2019,990334,689904Y,2019-03-08,AM,01:45 AM,133.0,WAUKESHA,55.0,WISCONSIN,Auto,3,East,3.0,Moving over crossing,,,,15.0,4.0,Dark,1.0,Clear,1.0,Main,Gates,Cantilever FLS,Audible,Crossbucks,,,,Dry,1,Both sides,37.0,Female,7.0,Went thru the gate,1.0,23.0,,3000.0,FEMALE DRIVER HIT THE SIDE OF THE TRAIN AT THE SUNSET DR. CROSSING.  THE CREW WAS UNAWARE OF THE IMPACT AT THE TIME AND IT IS UNKNOWN WHERE IN THE TRAIN THE VEHICLE IMPACTED.,0,0
8301,8301,2019,990518,179939S,2019-03-09,PM,09:00 PM,87.0,OUTAGAMIE,55.0,WISCONSIN,Auto,4,West,2.0,Stopped on crossing,,,,31.0,4.0,Dark,6.0,Snow,1.0,Main,Gates,Cantilever FLS,Standard FLS,Crossbucks,,,,Snow/slush,1,Both sides,,Female,4.0,Stopped on crossing,0.0,18.0,,6000.0,FEMALE DRIVER STOPPED WITH THE REAR OF HER VEHICLE FOULING ON THE TRACKS AT THE MEMORIAL & COLLEGE AVE. CROSSING.  THE ONCOMING TRAIN STRUCK THE VEHICLE IN THE REAR.  NO INJURIES WERE REPORTED.  ALL WARNING DEVICES WERE ACTIVATED.  AGE OF DRIVER UNKNOWN.,0,0
8302,8302,2019,1001088219,390935R,2019-10-02,PM,02:55 PM,63.0,LA CROSSE,55.0,WISCONSIN,Pedestrian,2,South,3.0,Moving over crossing,,,,70.0,2.0,Day,3.0,Rain,3.0,Siding,Gates,Standard FLS,Audible,Crossbucks,,,,Wet,1,Both sides,17.0,Male,5.0,Other,,1.0,,,"TRESPASSER INJURED FOOT WHILE CROSSING THROUGH THE 471-02 NEAR AVON STREET IN LA CROSSE, WI. TRAIN WAS IN THE PROCESS OF SETTING CARS OUT TO THE YARD. TRESPASSER ADMITTED TO TRYING TO TAKE A SHORTCUTTHROUGH THE TRAIN (POSITION 5) INSTEAD OF WAITING FOR IT TO CLEAR WHEN TRAIN MADE  A MOVEMENT RESULTING IN FOOT GETTING CAUGHT BY TRAIN KNUCKLE (POSITION 5).",0,1
8303,8303,2019,1013212,692640J,2019-09-19,AM,09:27 AM,141.0,WOOD,55.0,WISCONSIN,Truck,1,North,3.0,Moving over crossing,,,,66.0,2.0,Day,3.0,Rain,4.0,Industry,Crossbucks,Other,,,,,,Wet,1,Both sides,66.0,Male,5.0,Other,,10.0,,8000.0,"TRAIN L57181-19 WAS APPROACHING THE CROSSING WHEN THE DRIVER OF A DUMP TRUCK FAILED TO YIELD TO THEON-COMING TRAIN. THE DRIVER STATED IT WAS TOO LATE TOO STOP, SO HE ATTEMPTED TO BEAT THE TRAIN. THETRAIN STRUCK THE SIDE OF THE TRUCK.  CROSSING PROTECTED BY CROSSBUCKS AND YIELD SIGNS. FIELD #14 UNKNOWN",0,0
8304,8304,2019,CH0919202,069945S,2019-09-08,AM,11:05 AM,43.0,GRANT,55.0,WISCONSIN,Other,4,West,3.0,Moving over crossing,,,,62.0,2.0,Day,3.0,Rain,1.0,Main,Stop signs,Crossbucks,,,,,,Wet,1,Both sides,,Male,3.0,Did not stop,20.0,55.0,,2500.0,USER'S AGE UNKNOWN. VEHICLE WITH BOAT DID NOT STOP AT THE SIGN THE TRAIN  STRUCK THE BOAT. NO HAZMATRELEASED.,0,0
8305,8305,2019,1012514,386632A,2019-09-13,AM,11:15 AM,139.0,WINNEBAGO,55.0,WISCONSIN,Other motor vehicle,4,West,3.0,Moving over crossing,,,,75.0,2.0,Day,1.0,Clear,1.0,Main,Crossbucks,,,,,,,Dry,1,Both sides,31.0,Male,5.0,Other,15.0,9.0,,10000.0,A GARBAGE TRUCK FAILED TO YIELD AND WAS STRUCK BY TRAIN L53381-13.,0,0
8306,8306,2019,1013817,281430J,2019-09-25,PM,04:45 PM,9.0,BROWN,55.0,WISCONSIN,Auto,1,North,3.0,Moving over crossing,,,,69.0,2.0,Day,2.0,Cloudy,1.0,Main,Stop signs,Crossbucks,,,,,,Dry,1,Both sides,23.0,Male,5.0,Other,15.0,7.0,,1000.0,TRAIN L58581-25 STRUCK A MOTORIST WHO FAILED TO STOP AT THE STOP SIGN. NO DAMAGE TO RAIL PROPERTY WAS REPORTED. NO INJURIES TO THE TRAIN. CREW OR DRIVER.,0,0
8307,8307,2019,1011529,392754T,2019-09-05,AM,11:25 AM,97.0,PORTAGE,55.0,WISCONSIN,Van,2,South,2.0,Stopped on crossing,,,,63.0,2.0,Day,2.0,Cloudy,1.0,Main,Gates,Cantilever FLS,Crossbucks,,,,,Dry,1,Both sides,,,4.0,Stopped on crossing,0.0,8.0,,,"DRIVER OF VAN PARKED THE VEHICLE FOULING THE TRACKS AND LEFT.  UNOCCUPIED VEHICLE WAS STRUCK BY TRAIN L58881-05. FIELDS #38, #39, & #47 ARE UNKNOWN",0,0
8308,8308,2019,1012338,910730L,2019-09-12,AM,11:36 AM,75.0,MARINETTE,55.0,WISCONSIN,Auto,4,West,2.0,Stopped on crossing,,,,55.0,2.0,Day,2.0,Cloudy,1.0,Main,Crossbucks,Other,,,,,,Dry,1,Both sides,73.0,Male,4.0,Stopped on crossing,0.0,18.0,,20000.0,"A45081-11 WAS TRAVELING SOUTH, WHEN THEY STRUCK A VEHICLE THAT WAS STOPPED PAST THE CROSS BUCKS ANDYIELD SIGNS FOUL OF THE TRACK.  NO INJURIES REPORTED.",0,0
8309,8309,2019,157679,390521P,2019-02-18,PM,04:11 PM,133.0,WAUKESHA,55.0,WISCONSIN,Van,1,North,3.0,Moving over crossing,,,,25.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Stop signs,Crossbucks,,,Dry,1,Both sides,70.0,Male,1.0,Went around the gate,25.0,71.0,,4421.0,TRAIN 7 OPERATING WITH LOCOMOTIVES E/13-E/73-E/190 AND 9 CARS STRUCK AN OCCUPIED VEHICLE AT MP 99.43BROOKFIELD RD CROSSING.,1,0
8310,8310,2019,989179,181348N,2019-02-27,AM,12:16 AM,9.0,BROWN,55.0,WISCONSIN,Auto,3,East,1.0,Stalled or stuck on crossing,,,,8.0,4.0,Dark,6.0,Snow,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Snow/slush,1,Both sides,43.0,Male,4.0,Stopped on crossing,0.0,45.0,,15000.0,TRAIN STRUCK AN UNOCCUPIED VEHICLE THAT WAS STUCK ON THE BROWN ROAD CROSSING.  NO INJURIES WERE REPORTED. SIGNALS WERE OPERATING AS INTENDED.,0,0
8311,8311,2019,987197,910730L,2019-02-08,PM,04:10 PM,75.0,MARINETTE,55.0,WISCONSIN,Auto,4,West,3.0,Moving over crossing,,,,10.0,2.0,Day,1.0,Clear,1.0,Main,Crossbucks,Other,,,,,,Snow/slush,1,Both sides,19.0,Female,3.0,Did not stop,5.0,20.0,,10000.0,FEMALE DRIVER FAILED TO YIELD AT THE COUNTY MEADOWS RD CROSSING AND WAS HIT BY THE ONCOMING TRAIN.NO INJURIES WERE REPORTED.  CROSSING IS MARKED WITH CROSSBUCKS AND YIELD SIGNS.  DRIVER WAS CITED BYAUTHORITIES.,0,0
8312,8312,2019,190206004,391562X,2019-02-06,PM,09:50 PM,133.0,WAUKESHA,55.0,WISCONSIN,Pick-up truck,3,East,1.0,Stalled or stuck on crossing,,,,19.0,4.0,Dark,5.0,Sleet,1.0,Main,Stop signs,Crossbucks,,,,,,Ice,1,Both sides,56.0,Male,4.0,Stopped on crossing,0.0,9.0,,0.0,"WAUKESHA SUB AT MP. 35.54, RAILROAD STREET IN EAGLE (DOT 391562X). T003 CREW  WERE OPERATING THE WAMX 4180 AND WAMX 4182 WITH 17 LOADS, 75 EMPTIES, AND 4800 TRAILING TONS. A VEHICLE STOPPED AT THE CROSSING PROTECTED BY CROSS BUCKS AND THEN ATTEMPTED TO MAKE ITS MOVEMENT IN FRONT OF THE TRAIN BUT SPUN ON THE ICY PAVEMENT. RESULTING IN THE WAMX 4180 STRIKING THE VEHICLE. NO INJURIES TO CREW OR THE DRIVER OF THE VEHICLE REPORTED AT THIS TIME.",0,0
